Rank,Kanji,Word,Part of Speech,English Translation,Phrase,English Phrase
4560,スパゲッティー,supagettii,n.,spaghetti,ミートソースのスパゲッティーを作った。,I cooked spaghetti in a meat sauce.
4561,隣接（する）,rinsetsu(suru),n. v.,"adjacent, adjoin, next to<br>be adjacent, adjoin, be next to",フランスはスペインに隣接している。,France is adjacent to Spain.
4562,二千三年,nisen san nen,n.,2003 (year),二千三年に大学を卒業した。,I graduated from university in 2003.
4563,ごまかす,gomakasu,v.,"cheat, deceive",あの会社は税金をごまかした。,That company cheated on their taxes.
4564,テクニック,tekunikku,n.,technique,彼女のピアノのテクニックは素晴らしい。,Her piano-playing technique is superb.
4565,ステップ,suteppu,n.,step,バスのステップを踏み外して恥ずかしかった。,I was embarrassed that I missed the step of the bus.
4566,任務,ninmu,n.,"duty, task, mission, role",作業員は困難な任務を遂行しています。,The workers are carrying out a difficult task.
4567,小川,ogawa,n.,stream,その小川はとても澄んでいる。,The stream is very clear.
4568,ロープ,roopu,n.,rope,洗濯物をロープにかけて干した。,I hung out the washing on the line to dry.
4569,到達（する）,toutatsu(suru),n. v.,arrival<br>reach,彼は去年エベレスト山頂に到達した。,He reached the top of Mt. Everest last year.
4570,イエス,iesu,n.,yes; Jesus (Christ),私はイエスと答えた。,I said yes.
4571,上海,shanhai,n.,Shanghai,上海は世界の大都市の一つです。,Shanghai is one of the largest cities in the world.
4572,顕著,kencho,na-adj.,"conspicuous, remarkable",医学は顕著な進歩を遂げた。,Medical science made remarkable progress.
4573,生まれ育つ,umaresodatsu,v.,be born and raised,彼の両親は日本人だがアメリカで生まれ育っ た。,"His parents are Japanese, but he was born and raised in America."
4574,ファッション,fasshon,n.,fashion,これが今年の春の流行のファッションです。,This is the latest fashion this spring.
4575,緊張感,kinchou kan,n.,tension,試合前の緊張感がテレビから伝わった。,I felt the tension before the game from the TV.
4576,容器,youki,n.,"container, vessel",お昼の残り物は容器に入れましょう。,I’ll put the leftovers from lunch in a container.
4577,サポート（する）,sapooto(suru),n. v.,support<br>support,奥さんは旦那さんをいつもサポートしてい ます。,The wife always supports her husband.
4578,転ぶ,korobu,v.,"fall, slip",雪が降っているので転ばないように気をつけ てください。,"It’s snowing, so please watch out that you don’t fall."
4579,まし,mashi,na-adj. n.,better<br>increase,貯金は少ないが、ないよりはましだ。,"My savings are small, but it’s better than nothing."
4580,東北,touhoku,n.,"Northeast, Tohoku region",東北の沿岸に津波警報が出た。,A tsunami warning was issued for the Tohoku coast.
4581,亡くす,nakusu,v.,lose,彼は十歳の時、父親を亡くした。,He lost his father when he was ten.
4582,サラダ,sarada,n.,salad,もう少しサラダはいかがですか。,Would you like some more salad?
4583,注意点,chuui ten,n.,important point,明日の試合の注意点を練習した。,I practiced the important points for tomorrow’s game.
4584,DNA,diienuee,n.,"DNA, deoxyribonucleic acid",警察はDNAの検査の結果を待ちました。,The police were waiting for the results of the DNA tests.
4585,米軍,beigun,n.,US armed forces,彼は米軍から除隊した。,He was discharged from the US forces.
4586,デメリット,demeritto,n.,disadvantage,田舎での生活はデメリットが多いと思う。,I think living in the countryside has many disadvantages.
4587,国道,kokudou,n.,national highway,国道沿いに大型スーパーが出店した。,Large supermarkets have opened along the national highways.
4588,浸透（する）,shintou(suru),n. v.,"soaking, penetration<br>soak, penetrate",この服は水の浸透を妨げます。,These clothes prevent water penetration.
4589,合図（する）,aizu(suru),n. v.,"signal, sign<br>signal, sign",彼女は学生に手を上げろと合図した。,She signaled to the students to raise their hands.
4590,フェリー,ferii,n.,ferry,毎朝フェリーで川を渡ります。,I cross the river by ferry every morning.
4591,貿易,boueki,n.,"trade, commerce",日本は外国貿易に頼っている。,Japan depends on foreign trade.
4592,照明,shoumei,n.,lighting,暗い照明の中本を読まないでください。,Please don’t read books in poor light.
4593,招待（する）,shoutai(suru),n. v.,invitation<br>invite,彼女の結婚式に招待された。,I was invited to her wedding ceremony.
4594,年々,nennen,adv.,year after year,年々仕事がきつくなる。,My work gets harder year after year.
4595,十一年,juu ichi nen,n.,eleven years,彼の逃亡生活は十一年に及んだ。,His life as a fugitive lasted eleven years.
4596,武士,bushi,n.,"warrior, samurai",彼は武士のような魂の持ち主だ。,He has a spirit like a samurai warrior.
4597,そりゃ,sorya,pron.,that is,そりゃいい考えだね。,That’s a good idea.
4598,対抗（する）,taikou(suru),n. v.,"competition, rivalry<br>oppose, rival",腕相撲で彼に対抗できる者はいない。,He has no rival in arm wrestling.
4599,者達,monotachi,n.,people,そこに住んでいる者達は工事に反対した。,Those who live there were against the construction work.
4600,警察官,keisatsu-kan,n.,police officer,警察官は泥棒を逮捕した。,The policeman arrested the thief.
4601,丸める,marumeru,v.,"curl up, wad up",猫が体を丸めて眠っている。,A cat is sleeping curled into a ball.
4602,最新,saishin,n.,"newest, latest",これが最新の髪型です。,This is the latest hairstyle.
4603,他者,tasha,n.,"another person, others",彼はいつも他者への心遣いを見せる。,He always shows consideration for others.
4604,挿入（する）,sounyuu(suru),n. v.,insertion<br>insert,ここにカードを挿入してください。,Please insert the card here.
4605,賢い,kashikoi,i-adj.,"wise, clever",彼女はとても美しくて賢い。,She is very beautiful and wise.
4606,腐る,kusaru,v.,"rot, decay, go off",果物は日に当たると腐りやすい。,Fruit rots easily in the sun.
4607,こだわり,kodawari,n.,"concern, obsession",そんな重要じゃない細かいことにこだわりが ありません。,I’m not concerned with such unimportant details.
4608,悲惨,hisan,na-adj.,miserable,彼は晩年悲惨な生活を送った。,He lived his life in misery in his later years.
4609,キリスト,kirisuto,n.,Christ,彼女はキリストの精神を信じている。,She believes in the Christian spirit.
4610,辛さ,tsura-sa,n.,pain,生きることの辛さをまだ知らないでしょう。,You don’t know the pain of living yet.
4611,二三日,nisan nichi,n.,two or three days,"この論文を2,3日貸していただけますか。",May I borrow this essay for two or three days?
4612,講演,kouen,n.,"lecture, talk",彼らは講演をじっくり聞いていた。,They were listening to the lecture attentively.
4613,誤る,ayamaru,v.,"make a mistake, be wrong",彼は仕事の選択を誤った。,He chose the wrong job.
4614,人権,jinken,n.,human rights,私は人権の侵害に反対だ。,I am against the violation of human rights.
4615,両側,ryougawa,n.,both sides,通りの両側にホテルがあります。,There are hotels on both sides of the street.
4616,餅,mochi,n.,rice cake,お正月にお餅をついた。,I pounded steamed rice into cakes for New Year.
4617,鎌倉,kamakura,n.,Kamakura (place name),鎌倉の有名な神社を観光した。,I went sightseeing at the famous shrine in Kamakura.
4618,運動会,undou kai,n.,sports meeting,私達は運動会のリレーで優勝した。,We won the relay at the sports meeting.
4619,州,shuu,n.,state,ハワイは最後に合衆国の州となった。,Hawaii was the last state to join the Union.
4620,分離（する）,bunri(suru),n. v.,"separation, detachment<br>separate, detach",ドレッシングの油は分離します。,The oil in dressing separates from the other ingredients.
4621,日常的,nichijou-teki,na-adj.,routine,これは日常的に飲まれるお茶です。,This is a tea that is drunk routinely.
4622,掲示板,keiji-ban,n.,"bulletin board, noticeboard",掲示板にアルバイトの募集を出した。,I put up a recruitment notice for a part time job on the bulletin board.
4623,住宅地,juutaku chi,n.,residential area,都会から離れた住宅地に住んでいる。,I live in a residential area outside of the city.
4624,亀,kame,n.,"turtle, tortoise",亀が卵を産み、海に帰って行った。,The turtle laid her eggs and returned to the sea.
4625,四十代,yonjuu dai,n.,forties,夫は四十代半ばです。,My husband is in his mid-forties.
4626,メロディー,merodii,n.,melody,このメロディーは多くの日本人に親しまれて いる。,This melody is familiar to many Japanese.
4627,民衆,minshuu,n.,"people, public",彼は通りの民衆に向かってスピーチをした。,He gave a speech to the people on the street.
4628,吉祥寺,kichijouji,n.,Kichijoji (place name),吉祥寺には大きな池がある公園がある。,There is a park with a big pond in Kichijoji.
4629,貫く,tsuranuku,v.,"persist, stick to; pierce",息子は自分の考えを貫いた。,My son stuck to his opinion.
4630,新潟,niigata,n.,Niigata (place name),新潟は豪雪地帯の一つです。,Niigata is the one of the areas with heavy snowfall.
4631,箇所,kasho,n.,"place, point, part",間違った箇所を直さなければいけません。,I have to correct the parts that have mistakes.
4632,正解（する）,seikai(suru),n. v.,correct answer<br>answer correctly,この問題はほとんどの人が正解だった。,Most people got the correct answer for this question.
