Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
4208,fiscalizar,v,"to regulate, inspect, supervise",caberá à União regulamentar a lei e fiscalizar o seu cumprimento,It falls to the Union to regulate the law and oversee its application.,37
4209,baía,nf,"bay, harbor",entrava na baía do Rio de Janeiro,They were coming into the bay at Rio de Janeiro.,39
4210,invocar,v,"to invoke, call upon",o velho prometeu invocando o nome de vários santos,The old man promised by invoking the name of several saints.,40
4211,nadar,v,to swim,"ele se atirou ao mar, e nadou para a ilhota","He threw himself into the sea, and swam to the little island.",38
4212,soprar,v,to blow,o vento soprava com violência; quase não se ouviam as vozes,The wind blew violently; the voices almost couldn’t be heard.,40
4213,pauta,nf,"agenda, guideline",os assuntos em pauta no Congresso estão lá há muito tempo aguardando votação,The topics on the congressional agenda have been awaiting a vote for some time.,39
4214,erudito,aj,"educated, scholarly, learned",a cultura deixou de ser erudita ou popular,The culture was no longer educated or popular.,38
4215,interacção,nf,interaction,alguns destes efeitos resultam da interacção com outras hormonas,Some of these effects are the result of the interaction with other hormones.,41
4216,fumaça,nf,smoke,a fumaça dos cigarros preenche novamente a sala,The cigarette smoke once again fills the room.,39
4217,matéria-prima,nf,raw material,"a sua madeira, de boa qualidade, é usada como matéria-prima para esculturas",Its high quality wood is used as a raw material for sculptures.,40
4218,docente,nm,"faculty member, educator","é uma escola boa, com um corpo docente muito interessado e capaz","It is a good school, with a very involved and capable faculty.",47
4219,ordenado,na,"salary, ordained, ordered",hoje o ordenado de uma professora é uma miséria,Nowadays the salary of a professor is pathetic.,38
4220,seara,nf,field of grains [EP],dava-se um ano de folga à terra dessa seara e punha-se outra [EP],They would allow one field’s soil to rest for a year while they planted another.,38
4221,aposentadoria,nf,"retirement, retirement fund [BP]","É facultada aposentadoria proporcional, após 30 anos de trabalho",A proportional retirement is granted after thirty years of work.,38
4222,anteceder,v,"to precede, take place before",uma rápida palestra antecedeu a noite de autógrafos,A quick discussion preceded the night of autographs.,39
4223,magia,nf,magic,"eles exerciam rituais de magia, que incluíam sacrifícios de animais",They would perform magic rituals which included animal sacrifices.,37
4224,tutela,nf,"auspices, tutelage","iniciou-se, sob a tutela do Estado Novo, uma fase de renovação",A phase of renovation began under the auspices of the Estado Novo.,39
4225,outono,nm,"fall, autumn","as árvores perdem as folhas no outono, o que modifica totalmente a floresta","Trees lose their leaves in the fall, which totally changes the forest.",39
4226,impossibilidade,nf,impossibility,esses exemplos não ilustram precisamente a impossibilidade de a União Europeia se entender?,Don’t those examples illustrate perfectly the impossibility of agreement among the members of the European Union?,38
4227,namorar,v,to date steadily,Tive muitos namorados; eu namorava uns três meses cada namorado e acabava,I had a lot of boyfriends; I would steadily date each boyfriend for about three months and end it.,37
4228,acostumado,aj,"used to, accustomed",estou acostumado a situações como esta,I am used to situations like this.,38
4229,seguido,aj,followed (by),partiram dois clarões seguidos de deton- ações,"There were two brief flashes, followed by explosions.",38
4230,caseiro,aj,"household, homemade",o óleo de anis é usado como remédio caseiro contra a tosse,Anise oil is used as a household remedy for cough.,38
4231,diplomata,nm,diplomat,os diplomatas brasileiros e argentinos ainda estão trabalhando para encontrar uma solução,The Brazilian and Argentine diplomats are still working to find a solution.,38
4232,flexível,aj,flexible,a escola deve ser flexível a ponto de acompanhar as mudanças culturais,School should be flexible to the point of keeping up with cultural changes.,38
4233,utilizador,nm,user [EP],"se o utilizador for bruscamente privado da droga, o seu organismo reage [EP]","If the user is suddenly deprived of the drug, his body will react.",44
4234,dedicação,nf,dedication,o Brasil jamais chegará a isto se não tiver a total dedicação à causa,Brazil will never achieve it if it doesn’t have complete dedication to the cause.,38
4235,bagagem,nf,"luggage, baggage",toda a sua bagagem se resumia num pequeno pacote,All he had in the way of luggage was a small package.,38
4236,qualificação,nf,qualification,sua aprovação no exame lhe daria as qualificações necessárias para ser professor,If he passed the exam he would have the necessary qualifications to be a teacher.,39
4237,surpreendente,aj,"surprising, admirable, amazing",são surpreendentes as informações reveladas pela nave espacial,The data gathered by the spaceship is amazing.,37
4238,integrado,aj,"made up of, integrated",o Grupo estará integrado por quatro membros titulares,The Group will be made up of four title-holding members.,39
4239,doer,v,to hurt,o peso dos mantimentos fazia-lhe doer os ombros,The weight of the provisions made his shoulders hurt.,39
4240,periódico,na,"newspaper, periodic",Lenine fundou o periódico <i>Pravda</i> (A Verdade) em 1912,Lenin started the newspaper <i>Pravda</i> (The Truth) in 1912.,39
4241,alargamento,nm,"expansion, widening [EP]",o alargamento da União Europeia para 20 países já teve lugar [EP],An expansion of the European Union to 20 countries has already taken place.,39
4242,madame,nf,madam,"fui atendida pela própria Madame Maria Zilda, moça bonita e simpática","I was greeted by Madam Maria Zilda herself, a young and friendly girl.",37
4243,gelado,na,"cold, chilled, ice-cream",o queixo treme-lhe como se um arrepio gelado lhe percorresse o corpo,His chin shook as if a frosty chill had run through his body.,39
4244,trair,v,to betray,ele traiu a amizade de uma pessoa que sempre o tratou bem,He betrayed the friendship of a person who had always treated him well.,38
4245,distrair,v,to distract,"para a distrair durante os longos dias no hospital, ele comprava-lhe revistas da moda","To distract her during the long days at the hospital, he would buy her magazines.",39
4246,grade,nf,"bars, railing","para as sessões dos domingos, deixava aberto o velho portão de grades","For Sunday sessions, he left the old iron-barred gate open.",38
4247,cancro,nm,cancer [EP],a incidência de cancro de pele aumentou nos últimos anos. [EP],The incidence of skin cancer has increased in recent years.,39
4248,húmido,aj,"humid, moist","o chão do bosque encontra-se bastante húmido, favorecendo o crescimento de fungos","The forest floor is fairly humid, thus favoring the growth of fungus.",43
4249,corporação,nf,corporation,as grandes corporações americanas disputam um mercado livre e competitivo,Large American corporations fight for a free and competitive market.,39
4250,diferenciar,v,to differentiate,"aqui, as duas versões diferenciam-se entre elas pela escolha das cores","Here, the two versions are differentiated by the choice of color.",38
4251,lazer,nm,"leisure, relaxation",tradicionalmente a caça é um esporte de lazer,"Traditionally, hunting is a leisure sport.",38
4252,citação,nf,citation,existe um grande número de citações a serem incluídas numa revisão bibliográfica,There are a large number of citations that need to be included in a literature review.,37
4253,andar,nm,"floor, level, walk",moro no quinto andar. Queres subir?,I live on the fifth floor. Do you want to come up?,38
4254,resgatar,v,"to rescue, save",equipes da Polícia Militar resgataram nove pessoas que estavam desaparecidas,Military police teams rescued nine people that had disappeared.,38
4255,vibrar,v,to vibrate,um diafragma vibra com as ondas sonoras,The diaphragm vibrates with sound waves.,39
4256,terça-feira,nf,Tuesday,a festa de inauguração será na terça-feira,The inauguration party will take place on Tuesday.,38
4257,vão,aj,vain,em vão ela tentava reavivar tudo o que tinha existido,"In vain, she tried to bring back everything that had existed before.",38
4258,mania,nf,"craze, habit","ao final da década, o telefone celular torna-se uma verdadeira mania","At the end of the decade, cell phones became a complete craze.",39
4259,imobiliário,na,relating to real-estate,largas avenidas interligando os bairros provocaram um <i>boom</i> imobiliário,Large avenues connecting the neighborhoods caused a real estate boom.,40
4260,seita,nf,"sect, religion","geralmente, cada seita reclama para si o monopólio da verdade","Generally, each sect claims for itself a monopoly on truth.",38
4261,boneca,nf,doll,"ela brincava também ainda com suas bonecas de pano, conversava com elas","She would also play with her cloth dolls, and would talk to them.",39
4262,piedade,nf,"compassion, piety, pity",sinto por ti uma grande ternura e uma grande piedade,I feel great tenderness and compassion for you.,38
4263,diligência,nf,diligence,isto fez os capitães fazerem ainda muito maior diligência por chegar ao local,This made the captains strive with even greater diligence to arrive at the location.,38
4264,alumínio,nm,aluminum,aquele volume de alumínio daria para fazer 275 mil latas,That amount of the aluminum would be enough to make 275 thousand cans.,39
4265,solene,aj,"solemn, official, formal","a sua dignidade, tão solene, tinha desaparecido","His dignity, once so solemn, had disappeared.",39
4266,elefante,nm,elephant,é cruel ter elefantes no circo,It’s cruel to have elephants in the circus.,37
