Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
3881,vingtième,"det, nm, nf",twentieth,"la chambre obscure, au vingtième étage, cuit à gros feu","the dark room, on the twentieth floor, is burning intensely",69
3882,agenda,nm,"diary, planner",j’écris mes poèmes dans un agenda,I write my poems in a day planner,82
3883,grand-mère,nf,grandmother,elle est allée chez sa grand-mère,she went to her grandmother’s place,65
3884,phare,nm,"lighthouse, headlight",éteignez les phares! restez où vous êtes!,turn off the lights! stay where you are!,68
3885,virtuel,adj,"virtual, potential","c’est pire que l’espace virtuel, le cyberespace",cyberspace is worse than virtual space,73
3886,gagnant,nadj,"winner, winning","j’en sortirai gagnant, finalement",I will finally end up being the winner,71
3887,nettoyer,v,to clean,elle nettoyait la chambre,she cleaned the room,68
3888,diagnostic,nm,diagnosis,comment confirme-t-on le diagnostic de l’Alzheimer?,how does one confirm a diagnosis of Alzheimer’s?,71
3889,poing,nm,"fist, punch",je vais t’envoyer mon poing dans la figure!,I’m gonna give you a fist in the mug!,65
3890,étiquette,nf,"label, ticket, etiquette, sticker, tag",l’étiquette distingue un élément d’information d’un autre,the tag distinguishes one data item from another,60
3891,tante,nf,aunt,j’avais été élevé par ma tante,I was raised by my aunt,57
3892,chemise,nf,"shirt, folder",le col de sa chemise était largement ouvert,the collar of her shirt was mostly open,59
3893,pile,nf,"pile, stack, battery, tails",j’ai retiré les piles du détecteur d’oxyde de carbone,I removed the batteries from the carbon monoxide detector,63
3894,kilo,nm,kilo,j’ai perdu 7 kilos en un an,I lost 7 kilos in one year,68
3895,citoyenneté,nf,citizenship,la citoyenneté nous donne un sens de la communauté,citizenship gives us a sense of belonging,56
3896,douceur,nf,"softness, smoothness, mildness, gentleness, sweetness",nous venons de goûter la douceur de la victoire,we have just tasted the sweetness of victory,62
3897,attester,v,"to attest, confirm",comme l’attesteront les amis qui me connaissent bien,as those friends who know me well will attest,82
3898,attraper,v,"to catch, get, pick up",attention quand même : vous allez attraper un rhume,now be careful—you’re going to catch a cold,58
3899,prestigieux,adj(pl),prestigious,le jeune homme cumule trois diplômes prestigieux,the young man is earning three prestigious degrees,73
3900,ruiner,v,"to ruin, bankrupt oneself",maintenant je suis ruiné. je suis divorcé,I’m ruined now. I’m divorced,71
3901,croix,nf(pl),cross,fais alors un signe de croix,then make the sign of the cross,60
3902,nullement,adv,not in the least,il n’est nullement indispensable,he’s by no means indispensable,69
3903,incorporer,v,"to incorporate, insert, merge",ce texte a été incorporé éventuellement dans le chapitre,this text was eventually merged into the chapter,75
3904,débloquer,v,"to free, unfreeze, unjam, release, unblock",le premier ministre cherchait sans doute à débloquer le projet,the prime minister clearly sought to unblock the project,75
3905,ficher,v,"to file; to make fun of, not care, not give a damn",je me fiche pas mal de ce que tu fais!,I really don’t give a damn what you do,60
3906,censure,nf,censorship,j’ai toujours eu des problèmes de censure,I always had problems with censorship,71
3907,linguistique,nadj(f),"linguistic, linguistics",il est difficile de franchir la barrière linguistique,it’s difficult to overcome the language barrier,59
3908,accompli,adj,accomplished,"mission accomplie, hein? c’est fini","mission accomplished, eh? it’s over",82
3909,terriblement,adv,"terribly, awfully",je suis terriblement navré,I’m terribly embarrassed,81
3910,main-d’æuvre,nf,"manpower, labor, workforce",une main-d’æuvre hautement qualifiée existe dans le Sud-Est asiatique,highly qualified manpower exists in south-east Asia,60
3911,invasion,nf,invasion,personne ne sait exactement combien l’invasion de l’Irak va coûter,nobody knows exactly how much the invasion of Iraq will cost,68
3912,orange,"adji, nf",orange,ils cultivent des oranges,they grow oranges,76
3913,jury,nm,"jury, board of examiners",c’est un jury exclusivement blanc,it’s an all-white jury,68
3914,bæuf,nm,"ox, steer, beef",il est bien possible que ce bæuf ait été engraissé aux hormones,this cow may have been fattened with hormones,77
3915,rallier,v,"to rally, win over, join","on veut faire de l’argent, on veut rallier les gens, faire le party","we want to make money, we want to gather people, to party",74
3916,roue,nf,wheel,"avance doucement, dis-je. les roues se mirent à tourner","inch slowly forward, I said. the wheels began turning",72
3917,barrer,v,"to close, block, bar, cross",les deux autres me barraient la sortie,the two others blocked my way,68
3918,réaffirmer,v,"to reaffirm, reassert",il faut réaffirmer ce droit fondamental,we must reaffirm this fundamental right,59
3919,assigner,v,"to assign, allocate, attach, attribute",deux grandes tâches lui sont assignées,two great tasks are assigned to her,74
3920,souhaitable,adj(f),desirable,une dictature militaire n’est pas souhaitable dans ce pays,a military dictatorship isn’t desirable in this country,68
3921,soupçon,nm,suspicion,elle l’examina avec soupçon,she examined it with suspicion,72
3922,constat,nm,"report, statement",ces associations en sont arrivées à ce constat,these associations arrived at this agreement,65
3923,communisme,nm,communism,nous avons hérité du communisme une destruction massive de l’environnement,we inherited from communism massive destruction of the environment,71
3924,dynamisme,nm,dynamism,quel est le secret de votre dynamisme?,what’s the secret of your vitality?,77
3925,flagrant,adj,"blatant, glaring",c’est une contradiction flagrante,it’s a blatant contradiction,77
3926,paire,nf,pair,une paire de gants nous suffisait,a pair of gloves was sufficient for us,66
3927,loup,nm,wolf,"ce n’était pas un loup, ce n’en était que l’ombre","it wasn’t a wolf, just the shadow of one",74
3928,concerter,v,"to devise, consult",l’occasion de nous concerter avec nos groupes,the chance to consult together in our groups,80
3929,désespérer,v,to despair,il faut désespérer de ce peuple et le subjuguer,you must lose hope in this people and take them captive,68
3930,subit,adj,sudden,une chaleur subite l’envahissait,a sudden heat overcame him,76
3931,diplomate,"nadj(f), nm","diplomat, diplomatic",ils sont accompagnés par un diplomate russe,they’re accompanied by a Russian diplomat,57
3932,joue,nf,cheek,"des larmes coulaient sur mes joues, sans arrêt",tears rolled down my cheeks continually,55
3933,essuyer,v,"to wipe, dry, mop, dust",essuie tes larmes,wipe away your tears,69
3934,exporter,v,to export,le Canada exporte un certain nombre de produits alimentaires,Canada exports some food products,69
3935,étaler,v,"to spread, display, apply",j’ai étalé mon manteau sur votre lit,I spread out my coat on your bed,69
3936,reconduire,v,"to renew, drive back",je te reconduis à l’aéroport,I’ll drive you back to the airport,79
3937,handicap,nm,handicap,mon handicap est très sérieux,my handicap is very serious,74
3938,bonsoir,"intj, nm",good evening,bonsoir cher ami. quel plaisir de vous voir,"good evening, dear friend. how nice to see you",49
3939,casque,nm,helmet,je suis la seule à porter un casque au travail,I was the only one to wear a helmet at work,70
3940,autrui,pro,others,vous ne pouvez pas les louer à autrui,you’re not allowed to rent them to others,71
3941,bousculer,v,"to knock over, knock into",je voulais bousculer les habitudes des gens,I wanted to shake up people’s habits,74
3942,ériger,v,"to erect, set up",Hitler avait érigé un vieux symbole hindou,Hitler had erected an ancient Hindu symbol,78
3943,conversion,nf,conversion,pouvez-vous expliquer votre notion de conversion psychique?,can you explain your notion of psychic conversion?,58
3944,patte,nf,"paw, foot, leg",elles marchaient de côté avec des pattes de crabe,they walked sideways crab-style,64
3945,planifier,v,to plan,"plus nous planifions longtemps d’avance, mieux c’est","the longer ahead we plan, the better",72
3946,transitoire,adj(f),"transient, interim, provisional",il y a installé l’administration transitoire,there he set up the transitional administration,67
3947,tardif,adj,late,je vous prie d’excuser mon arrivée tardive,I beg you to excuse my late arrival,79
3948,prédécesseur,nm,predecessor,il est substantiellement semblable à son prédécesseur,he’s largely similar to his predecessor,69
3949,natal,adj,"native, home",il voulait quitter sa ville natale,he wanted to leave his hometown,74
3950,humour,nm,humour,"sans humour, tu ne survis pas","without humor, you don’t survive",67
3951,défaillance,nf,"fault, failure, breakdown, blackout, weakness",je connaissais mes défaillances et je les regrettais,I knew my shortcomings and I regretted them,54
3952,hélas,intj,alas,"hélas, je ne pourrai pas","alas, I won’t be able to",71
3953,cabine,nf,"hut, cubicle, booth, box, room",elle dort dans une cabine,she’s sleeping in a cabin,62
3954,fardeau,nm,burden,le gouvernement doit alléger le fardeau des entreprises,the government must lighten the load of companies,62
3955,héritier,nm,heir,il n’a pas d’héritiers directs,he has no direct heirs,69
3956,apport,nm,"supply, contribution",cite-moi un seul apport positif de la technologie,name me one positive contribution from technology,70
3957,remboursement,nm,reimbursement,"s’ils veulent un remboursement, je le prendrais sur ta paye","if they want reimbursement, I’ll take it from your paycheck",67
3958,échelon,nm,"rung, step, grade, echelon","j’ai tenté de grimper encore un échelon, pour lui échapper",I tried to crawl up one more rung to escape him,75
3959,fondre,v,"to melt, merge","quel pudding exquis, il fond dans la bouche",what exquisite pudding—it melts in the mouth,73
3960,occurrence,nf,"instance, case, occurrence",nous pourrions compter sur les doigts de la main les occurrences du mot,we could count on the fingers of one hand the occurrences of the word,67
3961,authentique,adj(f),"genuine, authentic",mon objectif premier : rester authentique,my main objective: to remain authentic,78
3962,attentivement,adv,"attentively, carefully, closely",écoute-moi attentivement,listen to me carefully,65
3963,irlandais,nadj(pl),Irish,ma femme est d’origine irlandaise,my wife is of Irish background,59
3964,confortable,adj(f),comfortable,ce canapé n’est pas très confortable,this sofa is not very comfortable,78
